שם ישוב,סמל ישוב,מספר קלפי,בזב,מצביעים,פסולים,כשרים,אמת,ג,דעם,ום,ז,זי,זך,זנ,זץ,טב,י,יז,ין,יץ,כ,ךק,ל,מחל,מרצ,נ,נז,נך,נץ,נר,ן,ןך,ןנ,פה,ףז,ףי,ףך,ףנ,ףץ,צק,ץ,ץז,ץי,ק,קי,קן,קף,ר,שס
כרמיאל,1139,68,573,403,6,397,20,4,3,2,9,0,0,0,0,2,0,0,0,1,20,0,51,154,6,10,0,0,0,14,0,0,0,97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
כרמיאל,1139,69,755,550,1,549,31,3,1,1,14,0,0,0,0,2,0,0,0,0,24,0,34,168,7,10,0,0,0,18,1,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
כרמיה,768,1,451,334,0,334,41,0,0,4,6,0,0,0,2,0,0,0,0,0,9,0,4,44,56,13,0,0,0,23,1,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
כרמים,1198,1,206,163,1,162,34,0,0,1,5,0,0,0,0,1,0,0,0,0,11,0,0,9,16,24,0,0,0,8,0,0,0,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
כרמל,3656,1,264,227,0,227,1,1,0,0,9,0,0,0,0,130,0,0,0,0,1,0,0,38,0,41,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
לבון,1207,1,430,337,0,337,35,0,0,1,12,0,0,0,0,4,0,0,0,0,9,0,2,61,11,6,0,0,0,15,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
לביא,585,1,502,385,4,381,9,3,0,1,32,0,0,0,0,94,0,0,0,0,8,0,0,69,3,100,0,0,0,17,0,0,0,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
לבנים,1230,1,323,240,1,239,16,0,0,1,12,0,0,0,0,2,1,0,0,0,16,0,1,75,7,13,0,0,0,16,1,0,0,72,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4
להב,2023,1,442,312,0,312,45,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,8,97,7,0,0,0,5,0,0,0,144,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
להבות הבשן,380,1,674,491,2,489,67,1,0,4,18,0,0,0,0,3,1,0,0,0,12,0,6,34,107,4,0,0,0,12,0,0,0,216,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
להבות חביבה,715,1,576,455,1,454,57,0,0,1,3,1,0,0,0,1,1,0,0,0,4,0,0,19,72,5,0,0,0,10,0,0,0,278,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
להבים,1271,1.1,587,450,0,450,40,0,3,4,11,0,0,0,0,4,0,0,0,0,10,0,2,116,22,24,0,0,0,18,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
להבים,1271,1.2,587,446,2,444,43,1,0,0,8,0,0,0,0,3,0,0,0,0,12,0,4,76,23,19,0,0,0,13,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
להבים,1271,1.3,587,427,2,425,47,0,0,6,7,0,0,0,0,4,0,0,0,0,19,0,1,98,19,14,0,0,0,17,1,0,0,189,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
להבים,1271,1.4,586,472,0,472,49,0,0,5,19,0,0,0,0,4,0,0,0,0,15,0,7,87,23,16,0,0,0,12,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
להבים,1271,2,599,469,1,468,54,1,0,2,16,0,0,0,0,2,0,0,0,0,21,0,4,59,33,12,0,0,0,23,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
להבים,1271,4,625,488,1,487,49,0,4,0,14,0,0,0,0,0,0,0,0,0,20,0,2,99,18,18,0,0,0,6,0,0,0,252,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3
להבים,1271,7,563,463,0,463,45,2,1,1,14,0,0,0,1,2,0,0,0,0,11,0,2,76,32,15,0,0,0,14,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
להבים,1271,8,733,588,1,587,38,0,4,6,21,0,0,0,0,9,0,0,0,0,19,0,7,179,16,33,0,0,0,25,0,0,0,226,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
לוד,7000,2,625,156,5,151,7,0,58,61,0,0,0,0,0,2,0,0,0,0,2,0,3,4,9,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
לוד,7000,3,623,164,5,159,1,0,51,88,0,0,0,0,0,1,0,0,0,1,0,0,1,0,10,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
לוד,7000,4,523,146,7,139,1,0,27,74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,19,0,0,0,0,4,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0
לוד,7000,5,561,243,0,243,4,0,68,128,0,0,0,0,0,1,1,0,0,0,1,0,0,7,14,0,1,0,0,0,0,2,0,13,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
לוד,7000,6,637,318,5,313,3,4,0,15,8,0,0,0,1,5,0,0,0,0,7,0,84,100,2,12,0,0,0,2,0,0,0,67,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
לוד,7000,7,768,219,8,211,1,0,36,133,1,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,2,2,1,0,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
לוד,7000,8,477,199,4,195,4,0,37,131,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,0,0,1,0,2,0,0,4,0,0,1,0,0,1,0,0,0,1,0,1,0,2,0
לוד,7000,9,597,472,1,471,1,6,6,14,25,0,0,0,0,160,0,0,0,0,2,0,0,72,1,162,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
לוד,7000,10,736,440,1,439,4,8,26,45,23,0,0,0,0,105,0,0,0,2,6,0,6,78,4,81,0,0,0,0,0,0,1,39,0,0,0,1,0,0,0,0,0,2,0,0,1,0,7
לוד,7000,11,406,246,1,245,7,1,1,4,12,0,0,0,0,12,0,0,0,0,6,0,13,137,1,7,0,0,0,2,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
לוד,7000,12,606,299,8,291,6,1,0,0,3,0,0,0,0,7,3,0,0,0,23,0,17,169,2,5,0,0,0,4,0,0,0,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27
לוד,7000,13,700,355,9,346,15,2,1,1,6,0,0,0,0,4,0,0,0,0,24,0,11,188,2,16,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28
לוד,7000,14,623,327,1,326,9,2,0,0,13,0,0,0,0,13,0,0,0,0,25,0,17,175,3,11,1,0,1,4,1,0,0,25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,24
לוד,7000,16,778,473,7,466,7,2,47,68,10,0,0,0,0,84,0,1,0,0,9,1,17,70,8,69,0,0,0,5,0,0,0,30,0,0,0,0,0,1,0,0,0,2,0,1,0,0,34
לוד,7000,17,539,353,1,352,13,2,2,15,6,0,0,0,2,15,0,0,0,0,17,0,0,163,6,7,0,0,1,9,4,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36
לוד,7000,18,628,244,0,244,4,0,41,119,2,0,0,0,1,4,0,0,0,0,1,0,1,32,9,2,0,0,0,0,0,0,0,19,0,0,0,0,0,0,2,0,0,1,0,1,0,1,4
לוד,7000,19,704,293,8,285,5,0,54,88,3,0,0,0,1,5,0,0,0,0,1,0,34,45,14,1,0,0,0,0,1,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9
לוד,7000,20,725,298,1,297,2,0,53,104,6,0,0,0,0,8,1,0,0,0,3,0,20,37,19,3,0,0,0,1,1,1,0,32,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4
לוד,7000,21,751,324,5,319,3,0,77,125,4,0,0,0,0,14,0,0,1,0,3,2,3,49,5,6,0,0,0,0,1,0,2,9,0,0,0,2,1,1,0,0,0,0,1,0,2,1,7
לוד,7000,22.1,679,375,4,371,4,2,35,55,9,0,0,0,0,8,0,0,0,0,19,0,7,141,14,7,0,0,0,3,1,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
לוד,7000,22.2,679,416,3,413,12,3,3,4,10,0,0,0,0,18,0,0,0,0,21,0,15,229,7,8,0,0,0,6,0,0,0,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32
לוד,7000,22.3,679,411,5,406,4,2,5,47,9,1,0,0,0,15,0,0,0,0,12,0,29,182,4,5,0,0,1,4,1,0,0,56,1,0,0,0,1,0,0,0,0,0,0,0,0,0,27
לוד,7000,22.4,679,430,1,429,10,6,3,13,15,0,0,0,1,9,0,0,0,0,28,0,25,204,7,7,0,0,1,6,0,0,0,62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31
לוד,7000,22.5,679,392,3,389,7,4,9,21,11,0,0,0,0,9,0,0,0,0,23,0,18,201,7,10,0,0,0,8,0,0,0,30,0,0,0,2,0,1,0,0,0,0,1,0,0,0,27
לוד,7000,22.6,679,428,2,426,9,0,4,10,11,0,0,0,0,12,0,0,0,0,28,0,31,203,6,7,0,0,0,7,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
לוד,7000,23,662,260,2,258,4,1,39,108,2,0,0,0,1,0,0,0,0,1,3,0,11,35,16,2,0,0,0,2,0,0,0,24,1,0,1,0,1,0,0,0,0,1,0,0,0,0,5
לוד,7000,25,679,408,5,403,10,5,8,8,10,1,0,0,0,25,0,0,0,0,31,0,9,175,6,19,0,0,1,7,0,0,0,42,0,0,0,0,1,1,0,0,0,0,0,0,0,0,44
לוד,7000,26,707,354,0,354,10,7,0,6,10,0,0,0,1,18,0,0,0,0,9,0,84,147,2,8,0,0,0,2,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23
לוד,7000,27,662,422,4,418,10,12,0,1,7,0,0,0,0,46,0,0,0,0,24,0,3,187,0,22,0,0,0,4,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
לוד,7000,29,612,411,5,406,11,5,4,10,19,0,0,0,0,54,0,0,0,0,23,0,0,198,7,16,0,0,0,8,0,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25
לוד,7000,30,700,471,0,471,10,0,19,0,7,0,0,0,0,56,0,0,0,0,23,0,5,185,2,38,0,0,0,3,0,0,39,53,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30
לוד,7000,31,701,405,5,400,11,1,5,4,5,0,0,0,0,13,1,0,0,0,25,0,13,191,1,29,0,0,0,9,2,1,0,56,0,0,0,0,0,0,0,0,0,1,0,1,0,0,31
לוד,7000,32,641,399,4,395,6,7,0,0,16,0,0,0,0,22,0,0,0,0,33,0,13,197,1,22,0,0,0,4,0,0,0,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35
לוד,7000,33,569,301,1,300,4,3,0,1,12,0,0,0,0,11,0,0,0,0,12,0,13,169,2,16,0,0,0,3,0,0,0,28,0,0,0,0,0,2,0,0,0,1,0,1,0,0,22
לוד,7000,34,567,311,4,307,3,2,0,2,13,0,0,0,1,18,1,0,0,0,15,1,16,160,3,3,0,0,1,4,0,0,1,34,1,0,0,0,0,0,0,0,0,1,1,0,1,0,25
לוד,7000,35,383,239,2,237,3,9,6,2,8,0,0,0,0,60,0,0,0,0,3,0,1,101,0,5,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
לוד,7000,36,568,189,6,183,1,0,60,83,0,2,0,0,0,0,0,0,0,0,1,0,0,7,7,4,0,0,1,0,0,0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0
לוד,7000,37,698,385,2,383,5,12,4,32,8,0,0,0,0,26,0,0,0,0,13,0,19,192,4,8,0,0,0,8,0,0,1,25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,24
לוד,7000,38,550,320,4,316,10,1,3,13,8,0,0,0,0,13,0,0,0,0,19,1,2,173,0,7,0,0,0,9,1,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
לוד,7000,39,500,212,4,208,4,2,2,10,15,0,0,0,0,13,0,0,0,0,7,0,9,105,3,8,0,0,0,1,0,0,1,10,0,0,0,0,0,1,1,0,0,1,0,2,1,1,11
לוד,7000,40,572,299,4,295,1,7,18,15,6,0,0,0,0,28,0,1,0,0,6,0,37,122,9,4,0,0,0,0,0,1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
לוד,7000,41,611,300,4,296,11,0,1,0,2,0,0,0,2,13,0,0,0,0,11,0,15,187,4,6,0,0,0,1,1,0,0,16,0,0,0,0,0,1,0,0,0,1,0,1,0,1,22
לוד,7000,42,474,251,5,246,1,7,4,8,9,0,0,0,0,38,0,0,0,0,8,0,13,110,0,7,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,25
לוד,7000,43,555,339,5,334,2,7,3,1,5,0,0,0,0,47,0,0,0,0,10,0,6,184,3,9,0,0,0,5,0,1,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33
לוד,7000,44,422,232,3,229,1,3,0,1,10,0,0,0,0,26,0,0,0,0,14,0,24,108,0,2,0,0,0,1,1,1,0,18,0,0,0,0,0,0,0,0,0,1,0,1,0,0,17
לוד,7000,45,468,307,5,302,3,2,1,10,17,0,0,0,0,42,0,0,0,0,12,0,19,125,1,26,0,0,0,1,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
לוד,7000,46,425,273,3,270,7,0,1,1,7,0,0,0,1,7,0,0,0,0,19,0,19,151,0,2,0,0,0,3,0,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
לוד,7000,47,451,325,1,324,9,0,1,1,7,1,1,0,0,4,0,0,0,0,20,0,4,178,1,8,0,0,0,6,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
לוד,7000,48,560,370,5,365,5,0,0,6,15,0,0,0,0,7,0,0,1,0,21,0,19,184,3,9,0,0,0,9,0,0,0,50,0,0,0,0,0,0,0,0,0,2,0,0,1,0,33
לוד,7000,49,591,455,0,455,6,8,2,2,15,0,0,0,0,6,0,0,0,0,37,0,6,249,13,4,0,0,0,7,1,0,0,65,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33
לוד,7000,50,588,404,7,397,12,5,0,12,11,0,0,0,1,13,0,0,0,0,16,0,10,202,4,14,1,0,0,8,0,0,0,66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21
לוד,7000,51,738,262,1,261,2,0,36,95,4,0,0,0,0,25,0,0,0,0,2,0,5,55,2,7,1,0,0,2,0,0,0,14,2,0,1,0,0,0,1,0,0,0,1,0,1,0,5
לוד,7000,52,524,350,1,349,13,1,17,36,7,0,0,0,0,8,0,0,0,0,12,0,4,137,4,6,0,0,0,10,1,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
לוד,7000,54,582,373,1,372,9,4,0,1,4,0,0,0,0,5,0,0,0,0,19,0,13,211,2,11,0,0,0,9,0,0,0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26
לוד,7000,55,510,357,1,356,4,4,15,40,10,0,0,0,0,4,0,0,0,0,22,1,3,141,14,4,0,0,0,3,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18
לוד,7000,58,675,441,3,438,3,2,4,10,20,0,0,0,1,47,0,0,0,0,17,1,82,153,3,33,0,0,0,4,0,0,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,2,11
לוד,7000,59,473,286,0,286,3,1,0,1,10,0,0,0,0,8,0,0,0,0,13,0,24,138,3,6,0,0,0,1,1,0,0,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31
לוד,7000,60,516,360,1,359,2,42,0,0,6,0,0,0,0,146,0,0,0,0,1,0,0,104,0,7,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,46
לוד,7000,61,610,457,1,456,1,66,0,0,10,0,0,0,0,223,0,0,0,0,3,0,0,93,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
לוד,7000,62,614,361,5,356,10,10,0,1,11,0,0,0,1,13,0,0,0,0,19,0,9,204,1,5,0,0,1,7,1,0,0,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34
לוד,7000,63,553,259,4,255,9,1,0,0,8,0,0,0,0,27,0,0,0,0,17,0,8,136,1,4,0,0,0,4,1,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,0,23
לוד,7000,64,656,374,6,368,12,0,5,13,12,0,0,0,0,6,0,0,0,0,22,0,14,182,11,7,0,0,1,5,1,0,0,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28
לוד,7000,65,791,160,3,157,3,0,63,62,0,0,0,0,0,1,0,0,0,0,0,0,0,2,13,1,0,0,0,0,1,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1
לוד,7000,66,639,172,6,166,0,0,55,78,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7,1,0,0,1,0,0,0,0,17,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1
לוד,7000,67,722,207,6,201,4,0,89,79,0,0,0,0,0,1,0,0,0,1,0,0,2,4,8,0,0,0,1,0,1,0,0,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2
לוד,7000,68,539,359,2,357,6,14,2,1,21,0,0,0,1,88,0,0,0,0,10,0,34,117,1,8,0,0,0,2,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
לוד,7000,69,494,275,9,266,5,2,5,7,6,0,0,0,0,13,0,0,0,0,10,1,8,149,1,4,0,0,0,2,0,0,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28
לוד,7000,71,550,318,4,314,2,1,5,14,18,0,0,0,0,1,0,1,0,0,20,0,96,66,8,10,0,0,0,2,2,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
לוד,7000,72,616,385,4,381,7,2,0,2,17,0,0,0,0,6,0,0,0,0,22,0,104,109,2,1,1,0,0,3,3,0,0,84,0,1,0,0,0,0,0,0,0,1,0,0,0,0,16
לוד,7000,73,695,414,3,411,7,0,2,0,12,0,0,0,0,6,0,0,0,0,23,0,121,120,3,6,0,0,0,4,3,0,0,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
לוד,7000,75,632,406,4,402,3,1,0,0,19,0,0,0,0,3,0,0,0,0,29,0,107,114,6,4,0,0,0,1,4,0,0,93,0,0,0,0,0,0,0,0,0,3,0,0,0,1,14
לוד,7000,77,720,454,3,451,4,3,0,0,17,0,0,0,1,6,1,1,0,0,20,0,112,138,6,6,0,0,0,2,2,0,0,103,0,0,0,0,0,0,0,0,0,2,0,0,0,0,27
לוד,7000,78,574,361,3,358,7,1,0,0,20,0,0,0,0,2,0,0,0,0,14,0,85,89,1,6,0,0,0,5,1,0,0,113,0,0,0,0,1,2,0,0,0,0,0,0,0,0,11
לוד,7000,79,607,367,6,361,5,1,0,1,18,0,0,0,0,4,0,0,0,0,17,0,96,102,1,6,0,0,0,0,2,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
לוד,7000,80,734,400,3,397,2,2,0,1,5,0,0,0,0,4,0,0,0,0,29,0,209,85,4,4,0,0,0,2,0,0,0,46,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1
לוד,7000,82.1,616,354,4,350,5,2,1,13,13,0,0,0,0,4,0,0,0,0,32,0,87,103,7,4,0,0,0,4,4,0,0,61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9
לוד,7000,82.2,616,356,4,352,7,1,0,0,28,0,0,0,0,1,1,0,0,0,19,0,98,90,6,2,0,0,0,1,2,0,0,92,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
לוד,7000,82.3,616,386,5,381,10,2,0,1,14,0,0,0,0,6,0,0,0,0,24,0,85,119,2,8,0,0,0,11,3,0,0,84,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11
לוד,7000,82.4,616,358,4,354,6,1,0,0,17,0,0,0,2,5,0,0,0,0,27,0,105,82,4,8,0,0,0,1,4,0,0,85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6
לוד,7000,82.5,616,379,2,377,5,1,0,0,14,0,0,0,0,3,0,0,0,0,17,0,122,102,5,13,0,0,0,2,1,0,0,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
לוד,7000,83,679,439,8,431,6,2,1,2,24,0,0,0,0,5,0,0,0,0,32,0,113,137,2,3,0,0,0,3,1,0,0,80,0,0,0,0,0,0,0,0,0,5,0,0,0,0,15
לוד,7000,84,521,303,3,300,3,0,0,0,14,0,0,0,1,1,0,0,0,0,26,0,76,74,1,2,0,0,0,3,3,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
לוד,7000,85,490,282,0,282,2,3,0,0,16,0,0,0,0,3,1,0,0,0,14,0,85,80,2,4,0,0,0,3,1,0,0,54,0,0,1,0,0,0,0,0,0,5,0,0,0,0,8
לוד,7000,86,526,392,0,392,4,0,1,17,18,0,0,0,2,5,0,0,0,0,16,0,25,187,18,2,0,0,0,6,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
לוד,7000,87,558,408,7,401,12,3,1,2,14,0,0,0,1,10,0,0,0,0,32,0,73,170,3,2,0,0,0,6,2,0,0,43,0,0,0,0,0,0,0,0,0,1,0,0,0,2,24
לוד,7000,88,498,284,4,280,10,0,1,0,13,0,0,0,0,3,0,0,0,0,22,1,77,76,5,4,0,0,0,0,3,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
לוד,7000,89,595,468,3,465,3,3,1,0,3,0,0,0,2,6,0,0,0,0,29,0,94,229,4,6,0,0,0,7,0,0,0,48,0,0,0,0,0,0,0,0,1,0,0,0,0,2,27
לוד,7000,90,562,429,1,428,7,6,3,19,14,0,0,0,1,3,0,0,0,0,21,0,14,215,13,11,0,0,0,11,1,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
לוד,7000,91,409,257,2,255,4,1,0,0,14,1,0,0,0,5,4,0,0,0,10,0,29,127,1,3,1,0,0,1,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
לוד,7000,952,563,408,0,408,5,6,1,1,15,0,0,0,1,29,0,0,0,0,57,0,14,180,2,10,0,0,0,3,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
לוד,7000,953,604,466,2,464,8,2,3,1,16,1,0,0,4,10,0,0,0,0,29,0,14,250,7,2,0,0,0,12,2,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
לוזית,52,1,439,324,2,322,19,12,0,2,20,0,0,0,0,2,0,0,0,0,8,0,0,132,12,16,0,0,0,5,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
לוחמי הגיטאות,595,1,533,432,1,431,92,0,0,0,3,0,0,0,0,1,0,0,0,0,9,0,2,31,29,4,0,0,1,8,0,0,0,247,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
לוטם,1171,1,492,360,2,358,46,0,0,0,10,0,0,0,0,3,0,0,0,0,13,0,1,21,44,5,0,0,0,7,0,0,0,206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
לוטן,1255,1,171,93,1,92,14,0,0,1,3,0,0,0,0,1,0,0,0,0,4,0,1,8,23,1,0,0,0,2,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
לימן,674,1,535,394,0,394,20,1,0,0,15,0,0,0,0,1,0,0,0,0,16,0,2,110,7,12,0,0,0,24,0,0,0,181,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3
לכיש,24,1,561,460,0,460,81,1,1,0,6,0,0,0,0,0,0,0,0,0,5,0,1,21,60,14,0,0,0,11,1,0,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
לפיד,1310,1,584,451,0,451,40,0,1,2,16,0,0,0,0,4,0,0,0,0,23,0,1,89,29,19,0,0,0,20,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
לפיד,1310,2,545,437,0,437,55,0,0,1,17,3,0,0,0,2,1,0,0,0,14,0,1,51,23,12,0,0,0,18,0,0,0,237,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
לפיד,1310,3,678,510,1,509,28,0,0,0,17,0,0,0,1,13,0,0,0,0,18,0,10,76,22,22,0,0,1,19,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
לפידות,1173,1,123,90,0,90,1,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,43,2,1,0,0,0,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
לקיה,1060,1,744,190,0,190,3,0,149,15,0,0,0,0,0,0,0,0,0,1,16,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
לקיה,1060,2,617,164,1,163,1,0,131,6,2,0,0,0,0,0,0,0,0,0,2,0,0,6,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
לקיה,1060,3,701,99,1,98,0,0,63,8,0,0,0,0,0,0,0,0,0,0,5,0,0,3,13,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
לקיה,1060,4,669,156,2,154,1,0,126,8,0,0,2,0,0,0,0,0,0,0,2,1,0,1,6,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
לקיה,1060,5,695,132,2,130,0,0,99,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,7,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
לקיה,1060,6,605,206,2,204,1,0,178,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
לקיה,1060,7,623,125,1,124,1,0,80,11,1,0,0,0,0,0,0,0,0,0,3,0,0,6,7,1,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
לקיה,1060,8,698,122,1,121,2,0,82,18,0,0,0,0,2,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
לקיה,1060,9,734,139,3,136,2,0,85,18,0,0,0,0,0,0,0,0,0,0,11,0,0,1,9,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
לקיה,1060,10,591,99,2,97,0,0,67,12,0,0,0,0,0,0,0,0,0,0,4,0,0,3,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
לקיה,1060,11,628,244,4,240,1,0,198,14,0,0,0,0,0,0,0,0,0,0,13,0,0,0,6,1,0,0,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
מאור,2055,1,450,355,1,354,30,0,0,0,13,0,0,0,2,7,0,0,0,0,13,0,0,94,14,9,0,0,0,6,0,0,0,156,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9
מאור,2055,2,431,339,1,338,22,3,0,1,12,0,0,0,0,9,0,0,0,0,19,0,0,91,21,5,1,0,0,6,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
