שם ישוב,סמל ישוב,מספר קלפי,בזב,מצביעים,פסולים,כשרים,אמת,ג,ד,ה,ו,ז,זה,זך,חץ,טב,יש,כ,כן,כץ,ל,מחל,מרצ,נץ,עם,פ,פז,פכ,פץ,ף,צה,ק,קז,קנ,קפ,רק,שס
ירושלים,3000,7210,0,443,7,436,53,4,1,0,1,0,0,35,2,53,2,10,59,0,85,68,7,0,0,0,0,0,0,0,0,0,2,4,0,7,43
ירושלים,3000,7220,0,489,5,484,38,4,1,0,0,0,0,32,1,86,0,5,79,1,81,74,6,1,0,1,0,0,0,1,0,0,1,6,0,11,55
ירושלים,3000,7230,0,333,3,330,24,2,0,0,0,0,0,20,0,35,2,1,57,0,40,88,10,0,0,2,1,0,0,0,0,0,0,5,0,4,39
ירושלים,3000,7240,0,424,8,416,44,10,0,0,1,0,0,27,1,45,0,6,68,0,73,68,9,0,0,0,0,0,0,1,0,1,1,9,0,2,50
ירושלים,3000,7250,0,387,10,377,37,5,0,0,0,0,0,21,2,38,0,5,64,0,70,70,8,0,0,2,1,0,0,1,0,0,0,7,0,5,41
ירושלים,3000,7260,0,424,5,419,33,6,0,0,0,0,0,25,0,40,0,3,74,0,69,81,12,0,0,0,0,0,2,0,0,1,0,6,0,4,63
ירושלים,3000,7270,0,444,4,440,38,1,1,0,0,0,0,32,0,57,2,10,70,0,40,99,9,1,0,3,0,0,1,0,0,0,0,4,0,12,60
ירושלים,3000,7280,0,524,13,511,32,4,0,0,1,0,0,22,1,26,1,9,93,3,154,84,9,2,0,6,0,1,0,0,0,0,2,4,0,7,50
ירושלים,3000,7290,0,418,3,415,16,4,1,0,0,0,0,8,1,30,1,4,56,0,126,92,4,0,0,0,0,0,0,0,0,0,0,3,0,5,64
ירושלים,3000,7300,0,497,13,484,76,0,0,1,0,0,0,41,0,49,0,6,131,0,47,69,12,0,0,4,0,0,0,0,0,0,0,5,0,11,32
ירושלים,3000,7310,0,502,15,487,22,1,0,0,0,0,2,10,0,48,0,10,76,0,158,99,4,0,0,0,1,0,0,0,0,0,1,11,0,0,44
ירושלים,3000,7320,0,369,4,365,44,2,0,0,0,0,0,33,1,37,0,5,71,0,35,81,7,0,0,0,0,0,0,0,0,0,1,2,0,1,45
ירושלים,3000,7330,0,468,6,462,46,3,0,0,0,0,0,32,0,83,1,5,82,0,34,82,6,0,0,2,0,0,0,0,0,1,2,3,0,6,74
ירושלים,3000,7340,0,388,4,384,37,2,1,0,0,2,0,27,2,57,0,5,86,0,37,78,4,0,0,0,0,0,1,0,0,0,0,3,0,3,39
ירושלים,3000,7350,0,409,2,407,31,3,0,0,0,0,1,13,0,103,0,15,39,0,44,70,8,1,0,3,0,0,0,1,0,0,0,4,0,8,63
ירושלים,3000,7360,0,451,13,438,40,9,0,0,0,0,0,30,5,36,0,3,72,0,111,62,6,1,0,0,0,1,0,0,0,0,1,6,0,2,53
ירושלים,3000,7371,0,286,3,283,21,5,0,0,0,0,1,15,2,34,0,1,68,0,47,42,4,1,0,3,0,0,1,0,0,0,2,5,0,8,23
ירושלים,3000,7372,0,260,2,258,24,2,0,0,0,0,0,18,0,37,0,4,48,0,44,39,3,0,0,1,0,0,0,0,1,0,0,0,0,2,35
ירושלים,3000,7380,0,467,12,455,58,6,0,0,1,0,6,33,1,68,0,5,61,0,71,69,8,1,0,2,0,0,0,0,0,0,1,2,0,5,57
ירושלים,3000,7390,0,417,4,413,40,5,0,0,0,0,0,16,1,64,1,4,79,0,72,70,9,0,0,2,0,0,0,0,0,0,0,4,0,4,42
ירושלים,3000,7400,0,499,7,492,48,4,0,0,2,1,0,34,0,61,0,11,80,0,64,72,12,0,0,2,0,0,0,0,0,0,1,7,0,3,90
ירושלים,3000,7430,0,306,1,305,11,3,0,0,0,0,0,12,0,75,0,9,47,0,24,59,5,1,0,3,0,0,1,0,0,0,2,2,0,4,47
ירושלים,3000,7440,0,470,6,464,29,3,0,0,1,0,0,35,0,111,0,2,93,0,47,79,4,0,0,5,0,0,0,0,0,0,0,3,0,5,47
ירושלים,3000,7450,0,360,10,350,20,14,0,0,0,0,4,10,1,29,0,4,51,0,90,61,5,0,0,0,0,0,0,0,0,0,2,2,0,5,52
ירושלים,3000,7460,0,430,7,423,10,4,0,0,1,0,4,14,2,44,4,8,56,0,120,83,4,0,0,2,0,0,1,0,0,0,1,2,0,6,57
ירושלים,3000,7470,0,456,8,448,31,5,0,0,1,0,6,24,0,52,1,7,67,0,91,92,4,0,0,2,0,2,0,0,0,0,0,4,0,6,53
ירושלים,3000,7480,0,408,4,404,29,2,0,0,1,0,0,27,2,76,0,7,56,0,61,73,7,0,2,2,0,0,0,0,0,0,1,4,0,0,54
ירושלים,3000,7490,0,502,10,492,44,2,0,0,1,1,11,25,0,61,0,5,74,1,73,102,6,1,0,0,2,0,0,0,2,1,0,3,0,9,68
ירושלים,3000,7500,0,363,6,357,24,0,0,0,0,1,1,17,0,32,0,5,63,0,100,66,4,0,1,4,0,0,1,0,0,2,0,1,0,5,30
ירושלים,3000,7510,0,356,5,351,25,8,0,0,0,0,1,25,1,63,0,1,53,0,51,68,8,3,0,3,0,0,0,0,0,0,0,3,0,6,32
ירושלים,3000,7520,0,332,13,319,12,6,0,0,0,0,0,15,2,43,1,3,49,0,106,49,6,0,0,0,0,0,0,0,0,0,1,0,0,3,23
ירושלים,3000,7530,0,463,3,460,31,5,0,0,0,0,1,18,2,87,1,4,71,0,63,89,12,0,0,4,0,0,0,0,0,0,0,7,0,4,61
ירושלים,3000,7540,0,369,0,369,27,5,2,0,0,0,0,20,1,87,0,7,63,0,18,96,5,0,0,2,0,0,0,0,0,0,0,3,0,3,30
ירושלים,3000,7550,0,461,5,456,49,5,0,0,0,0,0,36,0,46,1,7,102,0,57,75,11,0,0,4,0,0,0,0,0,0,0,6,0,9,48
ירושלים,3000,7560,0,372,2,370,29,5,0,0,0,0,1,29,0,26,0,2,105,0,45,66,16,0,0,0,1,0,0,0,0,0,0,7,1,6,31
ירושלים,3000,7570,0,473,10,463,47,7,0,0,4,0,1,33,0,58,0,7,84,0,69,89,8,0,0,2,0,0,0,1,0,0,0,5,0,9,39
ירושלים,3000,7580,0,474,7,467,30,1,0,0,0,0,0,29,0,46,0,11,91,0,117,74,5,0,0,2,0,0,0,1,0,0,0,3,0,5,52
ירושלים,3000,7590,0,386,20,366,36,4,0,0,0,0,1,33,1,46,1,3,57,0,54,71,3,0,0,4,0,1,0,0,0,0,0,4,0,6,41
ירושלים,3000,7600,0,362,10,352,14,5,0,0,0,0,4,8,1,11,0,3,28,0,125,54,9,0,0,0,0,0,0,0,1,0,0,3,0,6,80
ירושלים,3000,7610,0,365,11,354,14,19,0,0,0,0,7,12,4,38,1,3,36,0,104,37,2,0,0,0,0,0,0,0,0,0,2,3,0,0,72
ירושלים,3000,7620,0,421,1,420,0,259,0,0,0,0,0,0,0,11,0,10,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,135
ירושלים,3000,7650,0,442,8,434,23,4,0,0,0,0,5,12,0,32,0,5,60,0,111,97,6,0,0,2,0,0,0,0,0,0,1,2,0,5,69
ירושלים,3000,7710,0,443,2,441,4,224,0,0,0,0,0,9,0,19,0,10,17,0,14,15,1,0,0,0,0,1,0,0,0,0,0,2,0,0,125
ירושלים,3000,7720,0,627,2,625,0,506,0,0,0,0,0,1,0,3,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
ירושלים,3000,7730,0,494,10,484,45,89,0,0,0,0,6,31,3,31,1,14,63,0,28,65,17,0,0,3,1,0,0,0,0,0,1,3,0,4,79
ירושלים,3000,7740,0,370,3,367,45,9,0,0,0,0,0,20,1,83,0,8,84,0,16,26,13,1,0,4,0,0,0,0,0,0,0,3,0,7,47
ירושלים,3000,7750,0,608,5,603,1,497,0,0,0,0,0,1,0,10,0,14,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,71
ירושלים,3000,7760,0,555,0,555,6,27,0,0,0,0,0,7,0,317,0,15,21,0,8,60,6,1,0,10,0,0,1,0,0,0,0,3,0,4,69
ירושלים,3000,7770,0,479,8,471,10,173,1,0,1,0,0,8,0,20,0,7,34,0,71,23,2,0,0,0,0,0,0,0,0,1,0,0,1,2,117
ירושלים,3000,7780,0,614,1,613,7,284,0,0,0,0,0,3,0,50,0,14,13,0,5,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,217
ירושלים,3000,7790,0,514,2,512,0,354,0,0,0,0,0,0,0,2,0,8,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144
ירושלים,3000,7800,0,452,5,447,65,15,0,0,1,0,0,21,1,70,0,6,75,0,28,45,14,0,0,4,0,0,0,0,0,0,0,7,0,9,86
ירושלים,3000,7810,0,480,7,473,19,33,0,0,0,0,2,13,1,66,0,13,41,0,39,55,4,3,0,2,0,0,1,0,0,0,0,5,0,5,171
ירושלים,3000,7820,0,444,0,444,70,7,0,1,1,0,0,23,2,81,1,7,69,0,14,69,25,1,0,12,0,1,1,0,0,1,0,14,0,11,33
ירושלים,3000,7851,0,373,3,370,0,162,0,0,0,0,0,0,0,8,0,15,0,0,1,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,176
ירושלים,3000,7852,0,293,0,293,2,157,0,0,0,0,0,0,0,14,0,23,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,88
ירושלים,3000,7860,0,447,1,446,5,245,0,0,0,0,0,2,0,22,0,9,4,0,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,146
ירושלים,3000,7870,0,601,4,597,26,45,0,0,0,0,0,17,0,167,0,18,71,0,19,99,11,0,0,8,0,0,0,0,0,0,0,8,0,3,105
ירושלים,3000,7880,0,455,1,454,34,4,0,0,0,1,0,12,3,169,1,6,62,0,19,73,17,0,0,10,0,0,0,0,0,0,0,5,0,11,27
ירושלים,3000,8011,0,413,4,409,1,236,0,0,0,0,0,0,0,4,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162
ירושלים,3000,8012,0,292,3,289,0,206,0,0,0,0,0,0,0,2,0,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
ירושלים,3000,8020,0,565,1,564,0,297,0,0,0,0,0,0,0,19,0,22,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219
ירושלים,3000,8030,0,565,4,561,0,472,0,0,0,0,0,0,0,2,0,10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
ירושלים,3000,8041,0,373,4,369,3,225,0,0,0,0,0,0,0,6,0,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
ירושלים,3000,8042,0,283,1,282,0,210,0,0,0,0,0,1,0,6,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
ירושלים,3000,8050,0,562,7,555,0,424,0,0,0,0,0,0,0,4,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112
ירושלים,3000,8060,0,462,0,462,0,151,0,0,0,0,0,0,0,84,0,13,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,203
ירושלים,3000,8071,0,388,3,385,1,232,0,0,0,0,0,0,0,2,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145
ירושלים,3000,8072,0,346,2,344,1,210,0,0,0,0,0,1,0,2,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
ירושלים,3000,8080,0,619,5,614,0,356,0,0,0,0,0,3,0,40,0,70,0,0,3,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,121
ירושלים,3000,8200,0,436,15,421,40,8,1,0,0,0,1,21,1,54,0,10,72,0,71,45,11,0,1,2,0,0,0,0,0,0,1,4,0,5,73
ירושלים,3000,8210,0,302,8,294,25,3,0,0,0,0,0,18,1,22,0,7,29,0,39,62,3,1,0,0,0,1,0,0,0,0,1,5,0,1,76
ירושלים,3000,8230,0,536,4,532,93,1,0,0,1,0,0,51,2,40,1,2,121,1,55,75,24,0,0,1,0,0,0,0,0,2,0,8,0,10,44
ירושלים,3000,8240,0,409,6,403,40,4,0,0,1,0,0,39,0,29,0,6,70,0,51,74,17,2,0,3,0,1,0,0,0,0,0,4,0,3,59
ירושלים,3000,8260,0,296,3,293,59,1,0,0,0,0,0,17,1,26,1,2,57,0,36,58,6,0,0,0,0,0,0,0,0,0,0,1,0,2,26
ירושלים,3000,8300,0,476,6,470,44,2,0,1,0,1,1,27,1,89,0,8,95,0,35,88,6,1,0,10,0,0,0,0,0,0,0,4,0,5,52
ירושלים,3000,8500,0,396,1,395,11,6,0,0,0,0,0,11,0,203,0,17,29,0,10,47,2,1,0,2,0,0,0,0,0,0,0,1,0,0,55
ירושלים,3000,8510,0,522,6,516,34,8,0,0,0,0,2,16,0,162,0,18,82,0,35,99,1,1,0,5,0,0,0,0,0,0,0,4,1,2,46
ירושלים,3000,8520,0,397,2,395,21,2,0,0,0,0,0,26,0,149,0,10,50,0,11,81,1,2,0,0,0,1,0,0,0,0,0,3,0,0,38
ירושלים,3000,9500,0,22,0,22,3,1,0,0,1,0,0,0,0,3,0,1,5,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ירושלים,3000,9580,0,332,7,325,91,2,3,0,9,0,0,12,0,25,0,6,75,0,3,39,35,0,0,8,0,0,0,0,0,2,0,2,0,3,10
ירושלים,3000,9590,0,538,5,533,38,7,0,0,0,0,0,35,1,180,0,14,66,1,39,72,7,0,0,1,0,0,0,0,0,1,1,1,0,2,67
ירושלים,3000,9600,0,535,1,534,104,2,2,0,1,0,1,48,1,57,0,1,118,0,25,96,33,0,0,6,0,0,0,0,1,1,3,3,0,6,25
ירושלים,3000,9640,0,451,4,447,50,1,0,0,0,0,0,35,1,26,0,9,139,0,21,105,16,0,0,4,0,0,0,0,0,0,1,5,0,12,22
ירושלים,3000,9650,0,510,10,500,97,4,3,0,5,0,0,27,2,101,0,3,86,0,18,84,34,1,0,7,0,0,0,0,0,1,0,3,0,5,19
ירושלים,3000,9660,0,23,0,23,0,0,0,0,0,0,0,0,0,10,0,0,7,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ירושלים,3000,9670,0,197,2,195,31,3,0,0,0,0,0,18,0,9,0,1,68,0,7,20,18,0,0,2,0,0,0,0,0,0,0,1,0,9,8
ירושלים,3000,9681,0,258,2,256,23,1,0,0,0,0,1,15,1,23,0,6,43,0,57,52,1,0,0,1,0,0,1,0,0,1,0,3,0,3,24
ירושלים,3000,9682,0,216,4,212,14,1,0,0,0,1,0,9,3,22,1,1,45,0,43,29,2,0,0,1,0,0,0,0,0,1,0,5,0,2,32
ירושלים,3000,9900,0,26,0,26,6,0,1,0,0,0,0,0,0,3,0,1,6,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
חברון,3400,10,0,225,0,225,0,0,0,0,0,0,0,0,0,132,0,80,3,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
כפר עציון,3488,10,0,261,3,258,6,3,0,0,0,0,0,9,0,174,0,1,9,0,6,25,3,0,0,8,0,0,0,0,0,0,0,3,0,6,5
נתיב הגדוד,3555,10,0,74,0,74,8,0,0,0,0,0,0,8,0,1,0,4,31,0,4,10,0,0,0,1,0,0,0,0,0,0,0,3,0,1,3
אלמוג,3556,10,0,63,0,63,28,0,0,0,0,0,0,2,0,1,0,0,20,0,2,3,1,1,0,0,0,0,0,0,0,0,0,3,1,0,1
קדומים,3557,10,0,514,1,513,3,1,0,0,0,0,0,1,0,409,0,19,7,0,16,45,0,2,0,0,0,0,0,0,0,0,0,1,0,0,9
קדומים,3557,20,0,495,4,491,0,3,0,0,0,1,2,0,1,364,0,25,5,0,33,36,1,1,0,2,0,0,0,0,0,0,0,2,0,0,15
קדומים,3557,30,0,624,1,623,1,3,0,0,0,0,0,4,0,482,0,39,6,0,23,40,0,1,0,0,0,0,0,0,0,0,0,1,0,0,23
תומר,3558,10,0,150,0,150,24,0,0,0,0,0,0,17,0,9,0,0,56,0,15,19,3,0,0,3,0,0,0,0,0,0,0,0,0,3,1
אלקנה,3560,10,0,637,2,635,3,3,0,0,0,0,1,7,0,483,0,24,8,0,14,61,1,1,0,4,0,0,0,0,0,0,0,3,0,2,20
אלקנה,3560,20,0,617,1,616,1,2,0,0,0,1,1,7,0,456,0,20,10,0,20,63,1,1,0,5,0,0,0,0,0,0,0,2,0,4,22
אלקנה,3560,30,0,545,1,544,2,2,0,0,1,0,0,6,0,399,0,27,7,0,14,66,0,0,0,3,0,0,0,0,0,0,0,4,0,2,11
מגדל עוז,3561,10,0,167,1,166,2,4,0,0,0,0,1,1,0,127,0,9,1,0,5,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3
תקוע,3563,11,0,331,2,329,2,2,0,0,0,0,0,2,0,150,0,47,5,0,59,40,1,3,0,0,0,0,0,0,0,0,0,2,0,1,15
תקוע,3563,12,0,294,1,293,6,0,0,0,0,0,2,1,0,136,0,25,5,0,44,52,0,3,0,1,0,0,0,0,0,0,0,2,0,2,14
כוכב השחר,3564,10,0,587,1,586,0,3,0,0,0,0,0,1,0,476,0,62,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
רימונים,3565,10,0,265,4,261,7,0,0,0,0,0,0,21,0,54,2,6,65,0,39,45,5,1,0,4,0,0,0,0,0,0,0,4,0,4,4
יפית,3566,10,0,45,1,44,7,0,1,0,0,1,0,2,0,6,0,0,13,0,2,7,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2
סלעית,3567,10,0,238,1,237,41,0,0,0,0,0,0,19,1,7,0,2,95,0,17,18,16,0,0,12,0,0,0,0,0,0,0,2,0,5,2
ריחן,3568,10,0,60,1,59,10,1,0,0,0,0,0,7,0,7,0,0,18,0,3,7,1,1,0,1,0,0,0,0,0,0,0,2,0,1,0
מבוא דותן,3569,10,0,125,0,125,3,0,0,0,0,0,0,4,0,25,0,9,49,0,10,16,1,1,0,0,0,0,0,0,0,0,0,2,0,0,5
אריאל,3570,10,0,355,8,347,12,1,0,0,1,0,0,18,1,27,1,6,48,0,96,103,2,0,0,0,0,0,0,0,0,0,1,7,0,5,18
אריאל,3570,20,0,407,2,405,19,2,0,0,0,0,1,36,2,57,0,8,57,0,82,117,1,0,0,4,0,0,1,1,0,1,0,4,0,8,4
אריאל,3570,30,0,293,9,284,13,2,0,0,0,0,0,6,1,23,0,4,43,0,111,58,3,1,0,3,0,0,0,0,0,0,0,3,0,4,9
אריאל,3570,40,0,353,11,342,18,2,1,0,0,1,0,16,3,28,0,3,41,0,122,74,3,0,0,1,0,0,0,0,0,0,0,5,0,3,21
אריאל,3570,50,0,417,6,411,28,2,0,0,0,0,0,26,0,41,0,12,45,0,108,100,2,0,0,3,0,0,0,0,0,0,0,6,0,5,33
אריאל,3570,60,0,390,10,380,15,1,0,0,0,0,0,13,0,37,2,6,53,0,100,107,1,1,0,0,0,0,0,1,1,0,0,12,0,10,20
אריאל,3570,70,0,345,11,334,13,0,0,0,0,0,0,30,0,39,0,4,40,0,85,82,2,1,0,0,0,1,1,0,0,0,0,3,0,4,29
אריאל,3570,80,0,374,5,369,10,4,0,0,0,1,1,13,0,26,0,13,48,0,123,94,5,0,0,1,0,0,0,1,1,0,0,4,0,5,19
אריאל,3570,90,0,245,10,235,9,0,0,0,0,0,0,11,0,8,0,5,28,0,119,46,1,0,0,0,0,0,0,1,0,0,0,0,0,2,5
אריאל,3570,100,0,294,6,288,2,1,1,0,0,0,2,11,1,18,0,3,31,0,110,84,4,0,0,0,0,2,0,0,0,1,1,7,0,3,6
אריאל,3570,110,0,365,9,356,17,2,0,0,0,1,0,29,0,25,0,13,59,0,80,90,2,0,0,0,0,0,0,0,0,0,0,14,0,5,19
אריאל,3570,120,0,341,7,334,13,3,1,0,1,0,0,21,0,24,2,3,32,0,113,90,1,1,0,0,0,0,0,0,0,0,1,4,0,5,19
אריאל,3570,130,0,327,4,323,12,1,0,0,0,0,0,23,1,34,0,5,55,0,63,107,0,0,0,1,0,0,0,0,0,1,0,7,0,6,7
אריאל,3570,140,0,374,10,364,9,2,0,0,0,0,0,17,0,18,0,3,43,0,160,88,1,0,0,1,0,0,1,0,1,0,1,8,0,3,8
אריאל,3570,150,0,319,9,310,15,2,0,0,0,0,0,13,0,24,0,8,57,0,79,83,0,1,0,0,0,0,0,0,0,0,0,5,0,2,21
אריאל,3570,160,0,305,10,295,9,1,1,1,0,0,0,6,0,31,0,2,32,0,128,58,3,0,0,7,1,1,0,1,0,0,0,1,0,1,11
אריאל,3570,170,0,388,13,375,29,0,0,0,0,1,0,18,0,29,0,3,44,0,142,81,3,0,0,0,0,0,0,0,0,0,0,4,0,9,12
אריאל,3570,180,0,337,1,336,11,0,0,0,0,0,1,16,1,41,0,11,41,0,107,76,3,0,1,0,0,0,0,0,0,0,0,3,0,5,19
אריאל,3570,200,0,392,7,385,9,1,2,0,0,0,0,20,0,29,1,6,51,0,156,83,5,0,0,1,1,0,0,0,1,0,1,5,0,5,8
אריאל,3570,210,0,353,4,349,4,0,0,0,0,0,1,10,0,20,1,6,24,0,212,54,0,1,0,0,0,0,0,0,0,0,1,4,0,0,11
אריאל,3570,220,0,318,6,312,14,2,0,0,0,0,1,15,0,31,0,2,21,0,149,56,1,0,0,0,0,0,0,1,0,0,0,6,0,3,10
אריאל,3570,230,0,261,8,253,9,0,1,0,0,0,0,7,0,19,0,7,29,0,111,51,1,0,0,0,0,1,0,0,0,0,1,5,0,4,7
שבי שומרון,3571,10,0,337,4,333,2,4,0,0,0,0,0,4,0,229,0,26,8,0,16,20,0,3,0,2,0,1,0,0,0,0,0,3,0,1,14
כפר תפוח,3572,10,0,302,2,300,0,2,0,0,0,0,0,1,0,150,0,88,4,0,8,16,0,3,1,2,0,0,0,0,0,0,0,1,2,0,22
חלמיש,3573,10,0,525,0,525,0,2,0,0,0,0,0,6,0,392,0,42,3,0,11,42,0,3,0,2,0,0,0,0,0,0,0,1,0,2,19
בית אל,3574,10,0,525,1,524,0,3,0,0,0,0,1,0,0,427,0,34,2,0,8,28,1,0,0,0,0,0,0,0,0,0,0,1,0,0,19
בית אל,3574,20,0,399,9,390,0,1,0,0,0,0,0,3,0,332,0,29,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
בית אל,3574,30,0,470,3,467,1,2,0,0,0,0,0,2,0,367,0,39,1,0,2,25,0,0,0,0,0,0,0,0,0,0,0,1,0,1,26
בית אל,3574,40,0,460,2,458,0,3,0,0,0,0,0,2,0,374,0,35,0,0,6,12,1,1,0,0,0,0,0,0,0,0,0,1,0,0,23
בית אל,3574,50,0,443,3,440,0,3,0,0,0,1,0,0,0,367,0,28,3,0,11,11,0,2,0,1,0,0,0,0,0,0,0,0,0,0,13
בית חורון,3575,10,0,383,2,381,8,8,0,2,0,0,0,8,1,206,1,16,15,0,25,73,2,0,0,2,0,0,0,0,0,0,0,2,0,4,8
מצפה יריחו,3576,10,0,601,0,601,1,10,0,0,0,0,0,3,0,380,0,139,3,0,6,26,2,2,0,0,0,0,0,0,0,0,0,0,0,2,27
שדמות מחולה,3578,10,0,209,0,209,2,2,0,0,0,0,0,1,0,172,0,3,0,0,6,16,0,0,0,1,0,0,0,0,0,0,0,2,0,1,3
אלון מורה,3579,10,0,568,3,565,4,4,1,0,0,0,0,1,1,413,0,56,3,0,16,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30
ארגמן,3598,10,0,80,0,80,6,0,0,0,0,0,0,4,1,2,0,0,37,0,6,10,3,0,0,3,0,0,0,0,0,0,0,3,0,2,3
מחולה,3599,10,0,200,1,199,2,0,0,0,0,0,0,2,0,141,0,0,7,0,2,21,1,0,0,14,0,0,0,0,0,0,1,0,0,0,8
קליה,3601,10,0,138,2,136,20,0,0,1,0,0,0,17,1,12,0,2,41,0,11,3,7,1,0,5,0,0,0,0,0,0,0,13,0,2,0
ראש צורים,3602,10,0,192,0,192,2,0,0,0,0,0,0,4,0,153,0,5,1,0,3,14,0,0,0,3,0,0,0,0,0,0,0,1,0,3,3
הר גילה,3603,10,0,229,2,227,34,0,0,0,0,0,0,26,1,21,0,4,69,0,13,23,11,0,0,5,0,0,0,0,0,1,0,4,0,7,8
אלון שבות,3604,10,0,633,4,629,7,3,0,0,0,0,1,4,0,471,0,19,6,0,12,69,0,1,1,23,0,0,0,0,0,0,0,2,0,0,10
אלון שבות,3604,20,0,555,3,552,3,4,0,0,0,0,4,1,0,407,0,20,8,0,11,74,0,1,0,11,0,0,0,0,0,0,0,0,0,0,8
אלון שבות,3604,30,0,325,2,323,1,0,0,0,0,0,2,6,0,218,1,14,7,0,8,58,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1
משואה,3605,10,0,81,0,81,10,0,0,0,0,0,0,15,0,1,0,0,25,0,12,13,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0
גלגל,3606,10,0,68,0,68,10,0,0,0,0,0,0,13,2,3,0,1,30,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ייט""ב",3607,10,0,80,1,79,2,0,0,0,0,1,0,1,0,12,0,16,13,0,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
מעלה אפרים,3608,10,0,287,6,281,20,1,0,0,0,0,0,29,2,46,2,2,81,0,25,36,5,0,0,1,0,0,0,0,0,0,0,5,0,10,16
מעלה אפרים,3608,20,0,295,4,291,16,0,0,0,0,2,0,14,1,39,0,9,100,0,55,21,2,0,0,1,0,3,0,0,0,3,1,4,0,5,15
חמרה,3609,10,0,80,0,80,17,0,0,0,0,0,0,10,0,7,0,2,25,0,4,7,1,0,0,2,0,0,0,0,0,0,0,4,0,0,1
מצפה שלם,3610,10,0,73,1,72,26,0,0,0,0,0,0,16,1,0,0,0,10,0,5,0,8,0,0,2,0,0,0,0,0,0,0,2,0,2,0
קרית ארבע,3611,10,0,360,3,357,2,0,0,0,0,0,0,1,0,218,0,60,2,0,23,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
קרית ארבע,3611,20,0,370,1,369,4,2,0,0,1,0,0,2,0,160,0,85,21,0,21,39,1,1,0,0,0,0,0,0,0,0,0,1,0,0,31
קרית ארבע,3611,30,0,362,11,351,6,0,2,0,0,0,0,4,1,111,0,45,22,0,80,51,0,1,0,0,0,1,0,0,0,1,0,0,0,0,26
קרית ארבע,3611,40,0,371,6,365,3,2,0,0,0,0,3,3,0,185,0,73,5,0,22,47,0,2,0,0,0,0,0,0,0,0,0,0,0,1,19
קרית ארבע,3611,50,0,425,4,421,5,7,1,0,0,0,0,1,0,166,0,66,8,0,68,58,0,1,0,0,0,0,0,0,0,1,0,1,0,1,37
קרית ארבע,3611,60,0,348,8,340,3,1,0,1,0,0,0,2,0,113,0,49,13,0,94,44,0,0,0,2,0,0,0,0,0,0,0,0,0,0,18
קרית ארבע,3611,70,0,413,5,408,2,0,0,0,0,0,2,2,0,161,0,82,20,0,45,58,1,1,0,0,0,0,0,0,0,0,0,3,0,0,31
בקעות,3612,10,0,87,1,86,7,0,0,0,0,0,0,11,0,6,0,0,32,0,7,12,5,0,0,0,0,0,0,0,0,0,0,2,1,0,3
גיתית,3613,10,0,100,0,100,8,0,0,0,0,0,0,4,0,44,0,1,18,0,8,11,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3
מכורה,3614,10,0,76,0,76,9,0,0,0,0,0,0,8,0,2,0,0,38,0,7,6,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0
